Variable_micro_RENAMU,Label,Tipo,N_unicos,Valores,Bloque_tematico,Agregacion_sugerida,Macro_objetivo_ejemplo
actv_muni_5,Actividades de ampliación o rehabilitación de los sistemas de saneamiento,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Servicios Básicos e Infraestructura,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_cobertura_servicios_basicos
actv_muni_6,Actividades que realiza la municipalidad/otra actividad,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Servicios Básicos e Infraestructura,Categoría ordinal/nominal → one-hot o score ordinal,indice_cobertura_servicios_basicos
ges_muni,¿Municipalidad informó?,haven_labelled,1,No = 0; Sí = 1,Otros/Metadatos,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,meta_identificadores
ges_muni_1,¿La poblacion participa en la gestión administrativa de la municipalidad?,haven_labelled,2,No = 0; Sí = 1,Participación y Concertación,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_participacion_ciudadana
ges_muni_2,Participación de la población/formulando el Plan Desarrollo Municipal,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Participación y Concertación,Categoría ordinal/nominal → one-hot o score ordinal,indice_participacion_ciudadana
ges_muni_3,Participación de la población/concertando el presupuesto municipal,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Participación y Concertación,Categoría ordinal/nominal → one-hot o score ordinal,indice_participacion_ciudadana
ges_muni_4,Participación de la población/formulando y controlando planes económicos locales,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Participación y Concertación,Categoría ordinal/nominal → one-hot o score ordinal,indice_participacion_ciudadana
ges_muni_5,Participación de la población/en el presupuesto participativo,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Participación y Concertación,Categoría ordinal/nominal → one-hot o score ordinal,indice_participacion_ciudadana
ges_muni_6,Participación de la población/en cabildo abierto,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Participación y Concertación,Categoría ordinal/nominal → one-hot o score ordinal,indice_participacion_ciudadana
ges_muni_7,Participación de la población/en audiencia públicas para rendición de cuentas,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Participación y Concertación,Categoría ordinal/nominal → one-hot o score ordinal,indice_participacion_ciudadana
ges_muni_8,Participación de la población/en acciones de seguridad en el distrito,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Participación y Concertación,Categoría ordinal/nominal → one-hot o score ordinal,indice_participacion_ciudadana
ges_muni_9,Participación de la población/en comités de gestión alimentaria,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Participación y Concertación,Categoría ordinal/nominal → one-hot o score ordinal,indice_participacion_ciudadana
ges_muni_10,Participación de la población/en comité de ejecución de obras,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Participación y Concertación,Categoría ordinal/nominal → one-hot o score ordinal,indice_participacion_ciudadana
ges_muni_11,Participación de la población/en juntas vecinales(comités vecinales),haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Participación y Concertación,Categoría ordinal/nominal → one-hot o score ordinal,indice_participacion_ciudadana
ges_muni_12,Participación de la población/otra,haven_labelled,1," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Participación y Concertación,Categoría ordinal/nominal → one-hot o score ordinal,indice_participacion_ciudadana
par_muni,¿Municipalidad informó?,haven_labelled,1,No = 0; Sí = 1,Participación y Concertación,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_participacion_ciudadana
par_muni_1,¿La municipalidad participa en espaciós de concertación?,haven_labelled,2,No = 0; Sí = 1,Participación y Concertación,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_participacion_ciudadana
par_muni_2,La municipalidad participa en el Consejo Participativo Local de Educación,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Participación y Concertación,Categoría ordinal/nominal → one-hot o score ordinal,indice_participacion_ciudadana
par_muni_3,La municipalidad participa en el Consejo Local de Salud,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Participación y Concertación,Categoría ordinal/nominal → one-hot o score ordinal,indice_participacion_ciudadana
par_muni_4,"La municipalidad participa en el Consejo Consultivo de Niñas, niños y adolescent",haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Participación y Concertación,Categoría ordinal/nominal → one-hot o score ordinal,indice_participacion_ciudadana
par_muni_5,La municipalidad participa en la mesa de concertación para la lucha contra la po,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Participación y Concertación,Categoría ordinal/nominal → one-hot o score ordinal,indice_participacion_ciudadana
par_muni_6,Espacio de concertación en el  que participa la municipalidad / Otro,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Participación y Concertación,Categoría ordinal/nominal → one-hot o score ordinal,indice_participacion_ciudadana
jun_muni,¿Municipalidad informó?,haven_labelled,1,No = 0; Sí = 1,Participación y Concertación,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_participacion_ciudadana
jun_muni_1,¿La municipalidad tiene constituida la Junta de Delegados Vecinales?,haven_labelled,2,No tiene constituída = 0; Tiene constituída = 1,Participación y Concertación,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_participacion_ciudadana
jun_muni_2,Número de miembros de la Junta de Delegados Vecinales/total,numeric,114,,Participación y Concertación,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_participacion_ciudadana
jun_muni_3,Número de miembros de la Junta de Delegados Vecinales/mujer,numeric,76,,Participación y Concertación,Proporción por sexo + Total,indice_participacion_ciudadana
jun_muni_4,Número de miembros de la Junta de Delegados Vecinales/hombre,numeric,85,,Participación y Concertación,Proporción por sexo + Total,indice_participacion_ciudadana
jun_muni_5,¿La Junta de Delegados Vecinales se encuentra en actividad?,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Participación y Concertación,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_participacion_ciudadana
ins_muni_2,¿En el distrito existen servicios de Centros comunitarios telefónicos?,haven_labelled,2,No = 0; Sí = 1,Servicios Básicos e Infraestructura,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_cobertura_servicios_basicos
ins_muni_4,¿En el distrito existen servicios de Locutorios telefónicos?,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Servicios Básicos e Infraestructura,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_cobertura_servicios_basicos
ins_muni_6,¿En el distrito existen servicios de Mensajerías / Courier?,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Servicios Básicos e Infraestructura,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_cobertura_servicios_basicos
ins_muni_8,¿En el distrito existen servicios de Cabinas públicas de internet?,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Servicios Básicos e Infraestructura,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_cobertura_servicios_basicos
ins_muni_10,¿En el distrito existen Antenas parabólicas con servicios  de internet?,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Servicios Básicos e Infraestructura,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_cobertura_servicios_basicos
ins_muni_12,¿En el distrito existen antenas parabólicas con servicios de voz,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Servicios Básicos e Infraestructura,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_cobertura_servicios_basicos
ins_muni_14,¿En el distrito existen otros servicios de comunicación?,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Servicios Básicos e Infraestructura,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_cobertura_servicios_basicos
alum_muni_2,Cobertura del servicio de alumbrado público/Capital del distrito,haven_labelled,5,Menos del 25% = 1; De 25% a 49% = 2; De 50% a 74% = 3; De 75% a 100% = 4; No existe alumbrado público = 5,Servicios Básicos e Infraestructura,Categoría ordinal/nominal → one-hot o score ordinal,indice_cobertura_servicios_basicos
alum_muni_3,Cobertura del servicio de alumbrado público/fuera de la capital distrital,haven_labelled,5,Menos del 25% = 1; De 25% a 49% = 2; De 50% a 74% = 3; De 75% a 100% = 4; No existe alumbrado público = 5,Servicios Básicos e Infraestructura,Categoría ordinal/nominal → one-hot o score ordinal,indice_cobertura_servicios_basicos
redpot_muni_2,Cobertura de red de agua potable en el distrito/Capital del distrito,haven_labelled,5,Menos del 25% = 1; De 25% a 49% = 2; De 50% a 74% = 3; De 75% a 100% = 4; No existe red de agua potable = 5,Servicios Básicos e Infraestructura,Categoría ordinal/nominal → one-hot o score ordinal,indice_cobertura_servicios_basicos
redpot_muni_3,Cobertura de red de agua potable en el distrito/Fuera de la capital distrital,haven_labelled,5,Menos del 25% = 1; De 25% a 49% = 2; De 50% a 74% = 3; De 75% a 100% = 4; No existe red de agua potable = 5,Servicios Básicos e Infraestructura,Categoría ordinal/nominal → one-hot o score ordinal,indice_cobertura_servicios_basicos
enti_muni_2,Entidades u organizaciones/empresa prestadora municipal,haven_labelled,2,No existe = 0; Existe = 1,Servicios Básicos e Infraestructura,Categoría ordinal/nominal → one-hot o score ordinal,indice_cobertura_servicios_basicos
orga_muni_7,No supervisa organizaciones comunitarias,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Servicios Básicos e Infraestructura,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_cobertura_servicios_basicos
actv_muni_8,No realiza actividades,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Servicios Básicos e Infraestructura,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_cobertura_servicios_basicos
